name,semimajor_axis,eccentricity,inclination,long_ascend_node,abs_mag,size,semiminor_axis,anomaly,x0_pos,y0_pos
Lijiang,2.7237286,0.037957,9.92136,136.27081,13.1,8.231506991887196,2.7217658087854892,174.24511,-2.709981252791323,0.2731143981218558
Zita,2.3161123,0.2290146,5.7403,168.13215,12.15,12.749094827729175,2.2545569549195315,36.46905,1.8446180010092996,1.3634041256177367
Milesovka,3.0419414,0.1485934,10.67691,162.71556,12.8,9.451034563112186,3.0081709156088237,101.73865,-0.612285616584236,2.9466041866965362
Hyperborea,3.2059529,0.1499106,10.27893,206.07571,10.3,29.886795464408916,3.169724208743207,35.44,2.601927337249353,1.851828759691149
Haruomukai,2.9168368,0.019872,2.95048,120.20011,12.5,10.851239560529478,2.9162608189786603,348.68051,2.8600765738357534,-0.5725115051564034
Olieslagers,2.4291452,0.138313,1.91257,203.63503,14.2,4.959973445799733,2.4057976341371448,59.10457,1.2384388602272598,2.0696551552492473
Beograd,2.7169963,0.0455151,5.27722,63.89123,11.1,20.67661072379768,2.71418054312925,291.8463,1.0101403634168693,-2.519624241487486
Jaumann,2.6623647,0.1053801,3.51836,44.60604,14.8,3.762524628723902,2.6475406960528702,224.9242,-1.8798089602613477,-1.8748417063207465
Lipperhey,3.9848813,0.0598614,9.56552,53.26043,13.3,7.507223600835081,3.977735206107486,249.72816,-1.37848093985033,-3.7321544522590466
Molster,3.1532807,0.2825013,15.14375,185.75227,13.4,7.169342880402649,3.024837851329547,138.88721,-2.3324060009247973,2.035604496678801
Nurnberg,2.2408314,0.0946143,5.14663,75.21014,12.9,9.025667938004487,2.230779041638712,339.32288,2.0953089500174404,-0.7907952252499718
Liszt,2.7939677,0.133015,8.68828,2.58405,11.9,14.30471967235784,2.769140571772226,259.47705,-0.5058756474461457,-2.723372385793808
Jonmunoz,2.2754762,0.1444997,7.05517,116.31968,14.8,3.762524628723902,2.2515947227671473,301.42439,1.1772662828903804,-1.9268268942223115
Lenkenyon,2.6365532,0.057035,3.33696,149.02334,15.0,3.4314632447397715,2.632261364619243,254.16804,-0.718212433403081,-2.532715692632444
Trilling,2.5234633,0.1315233,10.03935,91.85981,13.6,6.538518417986335,2.5015421748892046,291.04389,0.8992646927332728,-2.337311503784262
Billpickering,2.7359522,0.4790431,21.77937,239.35823,15.0,3.4314632447397715,2.401595259652151,152.54215,-2.3543518074970318,1.2233974719385123
Hagar,2.6540395,0.1719827,11.50565,190.79996,12.2,12.458889999152165,2.614494231837853,134.45778,-1.8445791211836056,1.879826173308161
Sel'vinskij,2.4388844,0.1822832,4.00907,178.12357,14.2,4.959973445799733,2.3980235025103616,59.58895,1.2190805004873932,2.076954560081261
Robertbloch,2.3164448,0.0578027,7.14505,55.27728,16.7,1.5684813222680876,2.3125717649577835,200.29268,-2.1722326963446,-0.8032177938493247
Grygar,2.3236998,0.1874607,0.85862,242.70359,14.4,4.5235495454868335,2.282505491206947,165.06111,-2.242449671214874,0.5982998601908002
Paulroeder,2.7036062,0.1303636,3.2245,228.21215,14.7,3.939846951481413,2.6805343100066246,198.49438,-2.5617505761605566,-0.8568703546351819
Jomonaomori,2.6715773,0.1883263,12.72091,196.2749,13.8,5.963199670531792,2.6237734688309438,350.17762,2.631008176591201,-0.4555124404944693
Khture,3.1454845,0.1717419,1.14223,25.20693,13.2,7.861028149035883,3.0987488268344667,346.7818,3.059718986404112,-0.7186760731544932
Perepadin,3.1342893,0.1140528,14.76078,24.86695,10.2,31.29531674054072,3.113837089333687,66.93549,1.2211190998613362,2.867794669683287
Elysiasegal,2.3920994,0.1723882,1.73143,345.30478,14.6,4.1255262178474945,2.3562874956020288,328.49439,2.031001443898228,-1.2448728407174434
Prieska,3.1190642,0.0685585,11.10469,64.03137,10.4,28.541668088449594,3.111725347496155,340.22553,2.9343450646546128,-1.0549524999755198
Angelawang,2.335119,0.1703546,3.14592,39.29338,15.8,2.373992548280959,2.3009861550991855,63.47472,1.0305903356459425,2.0647625039464996
Kraske,2.7583493,0.1631832,4.08065,352.92676,14.8,3.762524628723902,2.7213757932983533,113.56919,-1.0904828828560262,2.4996797703604976
Summa,2.4765258,0.2032196,4.57526,180.41715,12.68,9.98801880648043,2.4248485945512095,249.92756,-0.8342589230953938,-2.2831219436058356
Mistral,2.9209745,0.0552348,2.51103,143.12769,12.4,11.362642725569703,2.9165153203788434,303.99959,1.6316558377641432,-2.4190665988377678
Masoncole,2.3447315,0.1793623,5.27239,174.61956,15.3,2.988679546440889,2.3067071969163733,263.71746,-0.2524748632783221,-2.293295711228293
Larion,1.9877565,0.0566116,22.83471,194.70434,12.8,9.451034563112186,1.9845686899968282,201.65233,-1.8470959497550914,-0.7332691914557484
Horimasato,3.008889,0.0360341,11.00816,78.3307,12.2,12.458889999152165,3.0069349099352665,357.3206,3.005595253149468,-0.14065726394677389
Antwerpia,2.6855679,0.2339615,8.72752,81.13393,10.7,24.858753701650958,2.611032278366856,150.62382,-2.324115181730862,1.3082989036559098
Oikawa,3.2251887,0.1883984,2.2382,60.07427,11.9,14.30471967235784,3.167434231569518,357.86384,3.2228650243312083,-0.12021386361317148
Dolomiten,2.2834018,0.072342,6.54238,284.17298,15.2,3.1295316740540717,2.277419024731011,342.037,2.171556142224561,-0.7040313094449503
Vladbarmin,2.3403669,0.2613996,3.38385,72.97365,14.7,3.939846951481413,2.2589939143409294,131.44685,-1.5181831612966756,1.7192048387538283
Kastel',2.2588231,0.219136,5.29852,251.89464,12.9,9.025667938004487,2.2039208771481134,44.68374,1.5863586770385345,1.5689419403006228
IAU,2.5379052,0.2639115,6.2652,150.92222,14.4,4.5235495454868335,2.4479285903492167,282.28233,0.5215681471278253,-2.3956769350272937
Gorin,2.3715707,0.1270354,7.04746,10.49954,15.0,3.4314632447397715,2.352356670228068,172.42857,-2.3505591794495944,0.3124386842389744
Martinfierro,2.3159781,0.2822318,20.65519,288.78873,13.9,5.694811474323331,2.221824885617531,335.24856,2.0874400570496716,-0.962386660930221
Kurokawa,2.2414582,0.1002077,3.33532,269.35291,14.8,3.762524628723902,2.2301759110940047,358.30128,2.2404631444764496,-0.0664452972993166
Alpes Maritimes,3.2001136,0.167224,6.02797,167.84674,14.7,3.939846951481413,3.1550525719950504,162.76932,-3.052641654116186,0.9467419585664478
Gleim,2.4601873,0.1761979,0.06827,284.07488,15.0,3.4314632447397715,2.4216970873704033,130.39009,-1.5795602126075536,1.8566274973827612
Ivovasiljev,3.0656219,0.1136638,1.42366,175.79445,15.3,2.988679546440889,3.0457544332766724,328.32784,2.6043531406695903,-1.6067336513083188
Karayusuf,1.5778977,0.0756587,14.84808,95.44628,15.1,3.2770219579315416,1.5733750868959528,188.92999,-1.5586635020968027,-0.24491610792551993
Toutoumi,2.627594,0.1919142,13.5502,49.08845,12.6,10.362853329448157,2.5787515144516595,323.0681,2.0860175466005066,-1.5680431730766489
Coconino,2.4404331,0.1638416,3.94776,349.95734,12.6,10.362853329448157,2.4074546974650493,202.5609,-2.249110717124814,-0.9344141499561576
Viscardy,2.775739,0.0652896,7.50533,277.91471,12.7,9.896448099650542,2.7698165662763956,341.67897,2.6344801085202163,-0.8723438525635367
Hyperenor,5.2822675,0.1263615,3.20041,12.28192,11.9,14.30471967235784,5.23992621505945,197.87324,-5.023496330851132,-1.6199545050020256
Roatsch,2.7815265,0.0802075,5.51887,139.77684,13.9,5.694811474323331,2.7725649457595125,83.79074,0.2998919830725958,2.756403408783603
Guisard,2.3568253,0.1080297,6.25785,205.00238,15.1,3.2770219579315416,2.343032373659511,202.06936,-2.182321784578955,-0.8847898169996099
Robinwilliams,2.9284327,0.0494022,2.96377,117.20453,13.0,8.619445964685667,2.9248569836831044,56.52161,1.614016150574017,2.440511844305818
Muzzio,3.1959651,0.1909027,17.64945,257.90612,11.0,21.65106936582393,3.137187992301146,183.01067,-3.1913874548266596,-0.16784948884535514
Detre,2.3620312,0.2188665,9.44193,343.24395,14.3,4.736737867601934,2.304763311959149,228.64589,-1.5389579970891651,-1.748426205968983
Esner,2.8495602,0.0871667,0.98086,269.87599,15.0,3.4314632447397715,2.8387140312710475,193.25048,-2.773139657882721,-0.6530122311159173
Honeycutt,2.2495334,0.0934211,6.77949,250.63768,12.8,9.451034563112186,2.2396954843136294,275.04211,0.1968487244590937,-2.2311039034016646
Fujiwara,2.7721945,0.2248342,8.68297,76.49221,12.7,9.896448099650542,2.7012181022299213,339.54223,2.5889465714535604,-0.96579312284905
Allen-Beach,2.3094913,0.1234714,10.15391,111.75088,15.7,2.485875370165096,2.2918193754448946,229.56355,-1.4912735663145955,-1.749983692086028
Mizunohiroshi,2.78529,0.1435684,7.88527,90.68131,12.9,9.025667938004487,2.7564355001599403,173.66762,-2.7679420291556274,0.30716707796856607
Malse,2.7747159,0.1478415,8.35719,187.87792,13.7,6.244236612741559,2.744224733202481,327.3348,2.3282977400355955,-1.492744372258386
Carolynjons,2.6873527,0.1022727,2.80822,127.55842,14.6,4.1255262178474945,2.673261296698458,133.68536,-1.8510393830600573,1.9379932249840062
Santini,3.4029922,0.0196422,6.16724,4.09719,11.6,16.424015696315376,3.4023356722143796,153.85955,-3.054808709007235,1.4992105113828806
Merignac,2.6398542,0.0408795,4.77387,49.21719,14.6,4.1255262178474945,2.6376475032722,82.28414,0.35413718963933033,2.6138058046744304
Fetisov,2.8072112,0.1321114,8.74758,198.81628,13.2,7.861028149035883,2.782605643743074,333.22476,2.5017183920679864,-1.2623522303973793
Koussevitzky,3.0267229,0.1182028,11.48882,156.60722,11.3,18.85729310124613,3.0055039843732554,359.03514,3.026287663665756,-0.050967453253628135
Uria-Monzon,2.1714252,0.0861234,2.7819,23.30259,16.8,1.4978880340791203,2.163357220665206,211.53103,-1.848941256104413,-1.1344104865721187
Alcimedon,5.2113139,0.0888031,6.21025,271.85056,13.7,6.244236612741559,5.190725042638982,269.59386,-0.03679405097203477,-5.190595663521076
Torode,2.1554559,0.151726,0.29124,71.72578,15.7,2.485875370165096,2.1305013082172075,237.38609,-1.1521464710569058,-1.8005979759073532
Tarcisiozani,2.6805959,0.2721377,3.83505,280.25516,16.7,1.5684813222680876,2.579425704309653,229.70661,-1.6945687102530531,-1.9986342175318708
Dejaiffe,2.8385164,0.1160797,3.34893,126.88423,13.7,6.244236612741559,2.8193277514228483,210.69607,-2.4364719167151225,-1.4464451284271578
Johngray,3.2336422,0.063626,22.09578,31.58412,13.3,7.507223600835081,3.227090237329971,22.9375,2.9770409775395237,1.2598481246070998
