name,semimajor_axis,eccentricity,inclination,long_ascend_node,abs_mag,size,semiminor_axis,anomaly,x0_pos,y0_pos
K15KH5Z,47.2316471,0.189314,18.61144,72.8772,7.4,113.62642725569708,46.37753833399688,217.79711,-37.063935562322605,-28.746741184590416
K15Bp5F,20.2777116,0.164262,28.35133,322.29685,9.8,37.62524628723903,20.002274278067055,39.72956,15.507385988720191,12.888000703436271
K15VG8G,64.8330323,0.4725094,13.85235,56.55696,5.6,260.3031066996471,57.139013066648914,50.53502,38.075676973859935,46.24705251457238
K15G57R,44.1705474,0.0522034,1.68645,52.93407,7.6,103.62853329448156,44.11031966209116,103.71629,-10.45999165496806,42.855653567951286
K14Qi2E,41.1510837,0.0432884,26.40961,77.6818,7.1,130.4605939513808,41.11250940951324,68.34156,15.175441973974415,38.214865373564216
K15VG8R,44.2257448,0.0750929,1.67649,79.32193,7.8,94.51034563112196,44.10087527711752,120.88616,-22.655315658762152,37.875033142976974
K14UM9V,72.0163741,0.4957815,27.73663,210.22989,8.5,68.46669297430097,62.54242528554535,353.28261,71.36306079608964,-8.405192223878744
K14Wo9O,44.026546,0.0930344,3.75787,109.11842,6.0,216.51069365823926,43.83559824581468,2.00356,43.99939588442267,1.5392299474194848
K00F08B,39.3811352,0.2920309,4.58726,1.76849,8.2,78.61028149035887,37.66446756833644,110.72251,-13.399010079507288,35.417363367943445
K02PH0Y,43.1068798,0.0348933,3.01337,110.72648,7.7,98.96448099650542,43.08062958075936,105.00342,-11.153026294762665,41.61372489497602
K13U15E,59.3003319,0.6478425,6.73782,24.19494,8.5,68.46669297430097,45.17346925311077,6.03315,58.737704518556306,6.207943292999116
K00J81F,46.514127,0.1067649,1.73934,179.67359,7.2,124.58889999152157,46.24826589792225,311.49132,30.7167158042619,-34.7295317153456
24835,41.5907058,0.1002345,27.0708,21.06718,4.6,412.5526217847495,41.38124839501563,332.20873,36.752781030081216,-19.37038718421983
O1097,40.9474008,0.7780991,15.68063,187.03229,11.1,20.67661072379768,25.720763277094232,17.50934,36.591618927831334,11.543851399542818
K14M70E,42.9621354,0.1576561,7.80665,1.06649,6.4,180.08575104123221,42.42485428677222,26.88651,38.21862035872284,19.378099695735877
