name,semimajor_axis,eccentricity,inclination,long_ascend_node,abs_mag,size,semiminor_axis,anomaly,x0_pos,y0_pos,gmag,rmag,imag,zmag
2002 LJ3,1.4619105,0.275728,7.55739,122.36799,18.3,0.750722360083508,1.4052405620911912,112.17558,-0.5332985852201295,1.3084020758097437,1.0,2.959136,3.217872,2.5697759999999996
2002 PG80,2.0134031,0.4368559,4.40334,185.70075,18.5,0.6846669297430096,1.8111195141650394,272.3585,0.07454317636666874,-1.8098778037036594,1.0,3.087248,3.082224,2.517024
2002 RH52,1.9786851,0.4921243,16.18492,2.27698,16.9,1.4304719672357855,1.7224947304424723,304.79594,1.02416690519225,-1.4738058921329584,1.0,2.582336,2.61248,2.770736
2002 RM129,1.5110269,0.4649986,14.57269,132.68074,17.9,0.9025667938004488,1.3377293633420784,240.74745,-0.6712535817483258,-1.198484396572693,1.0,2.6376,2.8134400000000004,2.378864
2002 RQ25,1.1116998,0.3063765,4.5763,10.51549,20.7,0.24858753701650987,1.0582386191776447,152.91576,-0.9793294244102495,0.5008083149630266,1.0,2.692864,2.8536319999999997,3.609744
2002 SY50,1.7043557,0.6893682,8.74311,34.28037,17.6,1.0362853329448145,1.2346542380423757,122.30997,-0.7098676536603382,1.1224671015549224,1.0,2.8335359999999996,3.049568,2.878752
2002 TB9,1.8041508,0.5912959,29.71272,196.33712,16.4,1.800857510412324,1.4549658647538588,213.12151,-1.4026218933579995,-0.9151082393864914,1.0,2.815952,3.0420320000000003,2.4215679999999997
2002 TH68,1.4356625,0.2543234,19.93993,12.53761,21.5,0.17198055709247903,1.3884568138976985,240.08465,-0.6980891317599374,-1.2132619182763582,1.0,2.308528,1.9895040000000002,2.8888
2002 TV55,2.8893576,0.6603726,11.30698,189.04438,21.0,0.21651069365823924,2.169728704705505,128.17112,-1.468809471773418,1.8684610664673158,1.0,2.441664,2.7280320000000002,2.3989599999999998
2002 TY57,1.9216883,0.3273941,3.45547,118.95654,19.3,0.47367378676019345,1.8157799812801236,76.20816,0.43419765120125214,1.7688236284409873,1.0,2.846096,3.099808,2.7129600000000003
2002 VC92,1.4606706,0.2785745,27.3219,243.60796,18.9,0.5694811474323337,1.4028494035330439,73.45296,0.40079836666714524,1.349004571178658,1.0,2.780784,2.969184,2.665232
2002 WP,1.4501743,0.2159938,19.15224,76.3215,18.4,0.7169342880402657,1.4159425512229762,129.87627,-0.9166375122277595,1.0972092942560052,1.0,3.222896,3.74288,4.0192000000000005
2002 XP40,1.6446645,0.2958894,3.77577,73.67992,19.9,0.35931831251543855,1.5710200519336381,243.12418,-0.7166324363486015,-1.4140383969061363,1.0,3.1475359999999997,3.6223039999999997,3.3912000000000004
