#g,r,i,z
#row1 = min, row2 = max, row3 = avg
1.0,3.087248,3.464048,2.931504
1.0,3.1776799999999996,3.7152480000000003,3.0947839999999998
1.0,2.92648,3.486656,2.916432
1.0,2.90136,3.0621280000000004,2.6677440000000003
1.0,2.8888,3.1425119999999995,2.805904
1.0,3.132464,3.310816,2.858656
1.0,3.25304,3.7001760000000004,3.31584
1.0,2.944064,3.363568,2.87624
1.0,3.4414400000000005,3.544432,3.031984
1.0,3.117392,3.345984,2.705424
1.0,3.0470560000000004,3.6047200000000004,3.280672
1.0,2.820976,2.916432,2.7129600000000003
1.0,3.1927519999999996,3.3736159999999997,3.280672
1.0,2.9465760000000003,3.2404800000000002,2.753152
1.0,2.923968,3.03952,2.795856
1.0,3.280672,3.597184,3.46656
1.0,3.1425119999999995,3.489168,3.059616
1.0,2.971696,3.260576,2.954112
1.0,3.009376,3.2781599999999997,2.702912
1.0,3.1425119999999995,3.411296,3.175168
1.0,2.9917920000000002,3.323376,2.994304
1.0,2.974208,3.235456,2.87624
1.0,2.931504,3.185216,2.78832
1.0,3.1475359999999997,3.6223039999999997,3.3912000000000004
1.0,2.9616480000000003,3.0621280000000004,2.640112
1.0,2.8837759999999997,3.220384,2.7280320000000002
1.0,3.132464,3.562016,3.423856
1.0,3.250528,3.3409600000000004,2.805904
1.0,2.98928,3.3560320000000003,2.916432
1.0,3.06464,3.180192,2.67528
1.0,2.928992,3.220384,2.818464
1.0,2.93904,3.25304,2.803392
1.0,2.780784,2.969184,2.665232
1.0,3.0470560000000004,3.3736159999999997,3.0772000000000004
1.0,3.132464,3.388688,2.805904
1.0,2.846096,3.099808,2.7129600000000003
1.0,3.009376,3.132464,2.720496
1.0,3.0621280000000004,3.170144,2.986768
1.0,3.30328,3.6851040000000004,3.06464
1.0,2.78832,3.381152,2.773248
1.0,3.059616,3.433904,3.03952
1.0,3.019424,3.0772000000000004,2.753152
1.0,2.9516,3.19024,2.846096
1.0,3.0772000000000004,3.310816,2.911408
1.0,2.878752,3.5419199999999997,3.310816
1.0,3.1274400000000004,3.4766079999999997,3.08976
1.0,3.42888,3.896112,3.762976
1.0,3.079712,3.489168,3.46656
1.0,2.911408,3.40376,3.1927519999999996
1.0,3.087248,3.082224,2.517024
1.0,2.944064,3.2630879999999998,2.974208
1.0,2.9993279999999998,3.3057920000000003,2.916432
1.0,3.1475359999999997,3.562016,3.544432
1.0,3.019424,3.220384,3.104832
1.0,2.959136,3.217872,2.5697759999999996
1.0,3.200288,3.564528,3.4213440000000004
1.0,2.994304,3.5168,3.10232
1.0,3.220384,3.30328,3.031984
1.0,2.928992,3.376128,2.790832
1.0,2.768224,2.954112,2.760688
1.0,3.104832,3.4364160000000004,3.1626079999999996
1.0,2.90136,3.2128479999999997,2.743104
1.0,2.936528,3.2781599999999997,2.80088
1.0,3.024448,3.333424,3.31584
1.0,2.908896,3.1073440000000003,2.8335359999999996
1.0,2.740592,3.15256,2.9189439999999998
1.0,3.2128479999999997,3.695152,3.431392
1.0,3.0571040000000003,3.361056,3.03952
1.0,3.207824,3.5419199999999997,3.235456
1.0,2.9641599999999997,3.25304,2.665232
1.0,2.941552,3.345984,2.921456
1.0,3.14,3.4766079999999997,3.104832
1.0,3.4916799999999997,3.845872,3.747904
1.0,2.9792319999999997,3.21536,2.80088
1.0,2.9465760000000003,3.2128479999999997,2.903872
1.0,3.0470560000000004,3.280672,2.760688
1.0,3.104832,3.438928,3.172656
1.0,2.994304,3.285696,3.1073440000000003
1.0,3.0143999999999997,3.2932319999999997,3.0294719999999997
1.0,3.129952,3.42888,3.074688
1.0,3.006864,3.4715839999999996,3.1073440000000003
1.0,2.9516,3.245504,2.921456
1.0,2.959136,3.2404800000000002,2.62504
1.0,3.049568,3.3359360000000002,3.0571040000000003
1.0,2.986768,3.295744,2.795856
1.0,3.059616,3.5268479999999998,3.2781599999999997
1.0,3.034496,3.3912000000000004,3.207824
1.0,2.966672,3.2907200000000003,2.986768
1.0,3.021936,3.270624,2.785808
1.0,3.19024,3.47912,3.185216
1.0,3.0143999999999997,3.413808,3.034496
1.0,3.11488,3.195264,2.9968160000000004
1.0,3.079712,3.207824,2.790832
1.0,3.2756480000000003,3.602208,3.15256
1.0,2.928992,3.248016,2.908896
1.0,2.969184,3.524336,3.150048
1.0,2.986768,3.551968,3.383664
1.0,2.923968,3.260576,2.9641599999999997
1.0,2.959136,3.3434719999999998,2.818464
1.0,3.06464,3.408784,3.0118880000000003
1.0,2.9516,3.383664,2.93904
1.0,3.049568,3.474096,3.2555520000000002
1.0,3.1475359999999997,3.376128,2.866192
1.0,3.170144,3.484144,3.11488
1.0,3.0922720000000004,3.2128479999999997,2.8636799999999996
1.0,2.9516,3.1776799999999996,2.9189439999999998
1.0,3.172656,3.37864,3.024448
1.0,3.124928,3.4012480000000003,3.069664
1.0,3.180192,3.564528,3.150048
1.0,2.936528,3.499216,3.019424
1.0,3.099808,3.361056,2.9516
1.0,3.2555520000000002,3.737856,3.3861760000000003
1.0,2.9465760000000003,3.345984,3.004352
1.0,2.959136,3.345984,2.941552
1.0,2.93904,3.1274400000000004,2.630064
1.0,3.087248,3.582112,3.10232
1.0,3.019424,3.280672,2.858656
1.0,3.034496,3.418832,3.0118880000000003
1.0,2.969184,3.1776799999999996,2.690352
1.0,3.119904,3.4163200000000002,3.037008
1.0,2.9792319999999997,3.0922720000000004,2.7506399999999998
1.0,3.14,3.348496,2.745616
1.0,3.268112,3.4916799999999997,3.3409600000000004
1.0,2.9968160000000004,3.418832,2.994304
1.0,2.936528,3.220384,2.780784
1.0,2.994304,3.396224,2.921456
1.0,3.024448,3.4615359999999997,3.396224
1.0,3.074688,3.2907200000000003,2.8335359999999996
1.0,2.93904,3.5569919999999997,3.2254080000000003
1.0,3.0721760000000002,3.318352,3.0772000000000004
1.0,2.974208,3.2907200000000003,2.866192
1.0,3.00184,3.310816,2.9516
1.0,2.908896,3.3560320000000003,2.9641599999999997
1.0,3.104832,3.348496,2.87624
1.0,2.986768,3.474096,3.1626079999999996
1.0,2.8134400000000004,3.06464,2.680304
1.0,3.1927519999999996,3.210336,3.10232
1.0,2.8812640000000003,2.9792319999999997,2.579824
1.0,2.9767200000000003,3.217872,2.7355679999999998
1.0,3.3861760000000003,3.129952,3.004352
1.0,2.805904,3.0470560000000004,2.858656
1.0,2.8837759999999997,3.220384,2.780784
1.0,3.0294719999999997,3.514288,3.06464
1.0,3.15256,3.531872,3.2254080000000003
1.0,2.680304,3.104832,2.702912
1.0,2.994304,3.330912,3.08976
1.0,2.8888,3.210336,2.7933440000000003
1.0,3.217872,3.559504,3.4163200000000002
1.0,3.3560320000000003,3.594672,3.37864
1.0,2.944064,3.207824,2.818464
1.0,3.03952,3.524336,2.8837759999999997
1.0,3.05208,3.459024,3.132464
1.0,3.205312,3.695152,3.155072
1.0,3.0947839999999998,3.5569919999999997,3.3861760000000003
1.0,3.0470560000000004,3.3409600000000004,3.0470560000000004
1.0,3.288208,3.991568,3.675056
1.0,3.117392,3.3258880000000004,2.828512
1.0,3.0772000000000004,3.250528,3.019424
1.0,3.037008,3.3861760000000003,3.0571040000000003
1.0,3.2907200000000003,3.602208,3.150048
1.0,3.019424,3.597184,3.40376
1.0,3.150048,3.3258880000000004,3.009376
1.0,3.044544,3.3208640000000003,2.9993279999999998
1.0,3.5042400000000002,3.2907200000000003,3.05208
1.0,3.210336,3.627328,3.3057920000000003
1.0,2.893824,3.2630879999999998,2.8486079999999996
1.0,3.067152,3.459024,3.3057920000000003
1.0,3.157584,3.237968,2.710448
1.0,2.815952,3.1224160000000003,2.8988479999999996
1.0,3.15256,3.3409600000000004,3.1927519999999996
1.0,2.9968160000000004,3.30328,3.054592
1.0,2.9917920000000002,3.2580639999999996,2.831024
1.0,2.941552,3.464048,2.80088
1.0,3.220384,3.46656,2.911408
1.0,3.5218239999999996,3.5218239999999996,3.067152
1.0,3.0922720000000004,3.534384,3.145024
1.0,3.1626079999999996,3.627328,3.4766079999999997
1.0,2.928992,3.087248,2.6853279999999997
1.0,3.250528,3.662496,3.155072
1.0,3.037008,3.383664,3.2279199999999997
1.0,2.9917920000000002,3.40376,2.911408
1.0,3.031984,3.398736,2.866192
1.0,2.9641599999999997,3.250528,3.104832
1.0,3.024448,3.35352,3.0922720000000004
1.0,3.0470560000000004,3.3284,2.908896
1.0,2.936528,3.220384,2.780784
1.0,3.180192,3.5067519999999996,3.268112
1.0,3.0294719999999997,3.3861760000000003,2.723008
1.0,2.986768,3.333424,2.956624
1.0,2.9516,3.5368959999999996,2.923968
1.0,2.9917920000000002,3.3736159999999997,2.9917920000000002
1.0,2.7632000000000003,3.167632,2.795856
1.0,3.0420320000000003,3.37864,2.9792319999999997
1.0,3.03952,3.2932319999999997,3.170144
1.0,3.0772000000000004,3.4364160000000004,3.104832
1.0,3.157584,3.644912,3.079712
1.0,3.250528,3.499216,3.220384
1.0,3.14,3.594672,3.170144
1.0,3.0470560000000004,3.4364160000000004,3.220384
1.0,3.1425119999999995,3.330912,2.7632000000000003
1.0,3.132464,3.1927519999999996,3.0772000000000004
1.0,3.1626079999999996,3.3560320000000003,2.9139199999999996
1.0,2.87624,3.446464,3.134976
1.0,3.05208,3.446464,3.054592
1.0,3.08976,3.351008,2.994304
1.0,3.1626079999999996,3.310816,2.936528
1.0,3.1626079999999996,3.7504160000000004,3.3409600000000004
1.0,2.7933440000000003,3.270624,3.0621280000000004
1.0,3.0772000000000004,3.280672,3.104832
1.0,3.004352,3.3258880000000004,3.1600960000000002
1.0,3.280672,3.531872,3.132464
1.0,2.90136,3.222896,2.780784
1.0,3.08976,3.295744,2.9616480000000003
1.0,3.0772000000000004,3.280672,2.936528
1.0,3.006864,3.2932319999999997,2.846096
1.0,3.1626079999999996,3.697664,3.597184
1.0,3.021936,3.577088,3.1600960000000002
1.0,2.956624,3.396224,3.217872
1.0,2.9465760000000003,3.150048,2.6376
1.0,3.19024,3.4364160000000004,3.08976
1.0,2.9340159999999997,3.167632,2.790832
1.0,3.310816,3.757952,3.6524479999999997
1.0,3.054592,3.172656,2.765712
1.0,2.98928,3.3736159999999997,3.0470560000000004
1.0,2.8335359999999996,3.172656,2.715472
1.0,2.8837759999999997,3.4364160000000004,2.911408
1.0,3.104832,3.564528,3.368592
1.0,2.893824,3.1274400000000004,2.78832
1.0,2.9641599999999997,3.3409600000000004,3.019424
1.0,3.1224160000000003,3.3208640000000003,2.858656
1.0,3.134976,3.499216,3.2028
1.0,3.10232,3.36608,2.8636799999999996
1.0,3.084736,3.559504,3.117392
1.0,3.016912,3.474096,2.941552
1.0,3.084736,3.59216,3.298256
1.0,3.10232,3.4766079999999997,2.959136
1.0,3.0947839999999998,3.180192,2.7355679999999998
1.0,3.009376,3.474096,3.1827039999999998
1.0,3.40376,3.803168,3.1927519999999996
1.0,2.760688,2.9616480000000003,2.760688
1.0,3.069664,3.4364160000000004,3.273136
1.0,3.0470560000000004,3.494192,3.167632
1.0,3.0420320000000003,3.383664,3.185216
1.0,3.19024,3.4364160000000004,3.074688
1.0,2.790832,3.248016,2.8988479999999996
1.0,3.1600960000000002,3.5419199999999997,3.0721760000000002
1.0,2.966672,3.2404800000000002,2.9641599999999997
1.0,3.1927519999999996,3.132464,2.7280320000000002
1.0,3.19024,3.5042400000000002,3.1776799999999996
1.0,3.0922720000000004,3.423856,3.05208
1.0,3.1475359999999997,3.330912,3.0947839999999998
1.0,2.911408,3.2028,2.652672
1.0,3.1374880000000003,3.549456,3.3736159999999997
1.0,3.067152,3.381152,3.132464
1.0,2.9993279999999998,3.205312,2.974208
1.0,3.10232,3.4514880000000003,3.054592
1.0,3.084736,3.408784,3.117392
1.0,2.9993279999999998,3.464048,3.313328
1.0,3.1274400000000004,3.4514880000000003,3.2028
1.0,2.954112,3.3258880000000004,3.021936
1.0,2.9616480000000003,3.4012480000000003,3.157584
1.0,2.923968,3.230432,2.755664
1.0,3.4012480000000003,3.46656,2.98928
1.0,3.200288,3.677568,3.474096
1.0,2.93904,3.3434719999999998,3.145024
1.0,3.004352,3.52936,3.333424
1.0,2.858656,3.3736159999999997,3.310816
1.0,3.14,3.40376,3.1600960000000002
1.0,3.167632,3.210336,2.7355679999999998
1.0,3.3736159999999997,3.531872,3.250528
1.0,3.0470560000000004,3.46656,3.1927519999999996
1.0,3.069664,3.351008,3.260576
1.0,3.280672,3.732832,3.3409600000000004
1.0,3.021936,3.207824,3.024448
1.0,3.00184,3.0947839999999998,2.567264
1.0,3.1626079999999996,3.838336,3.732832
1.0,2.871216,3.145024,2.8385599999999998
1.0,3.2279199999999997,3.1827039999999998,2.7179840000000004
1.0,3.049568,3.481632,3.10232
1.0,2.9917920000000002,3.4364160000000004,2.9641599999999997
1.0,2.921456,3.3560320000000003,2.836048
1.0,3.129952,3.19024,2.971696
1.0,2.755664,3.5042400000000002,2.956624
1.0,2.9968160000000004,3.3585439999999998,2.9641599999999997
1.0,3.03952,3.383664,2.994304
1.0,2.981744,3.2932319999999997,2.9968160000000004
1.0,3.031984,3.300768,3.0772000000000004
1.0,3.019424,3.3409600000000004,2.871216
1.0,3.0922720000000004,3.5268479999999998,2.9465760000000003
1.0,2.9917920000000002,3.150048,2.8084160000000002
1.0,3.021936,3.2429919999999997,2.823488
1.0,3.087248,3.7353440000000004,3.5996960000000002
1.0,3.004352,3.4012480000000003,3.099808
1.0,3.049568,3.446464,3.134976
1.0,2.9917920000000002,3.250528,3.0470560000000004
1.0,2.6551839999999998,3.0470560000000004,2.753152
1.0,3.180192,3.644912,3.0470560000000004
1.0,2.805904,3.132464,2.911408
1.0,2.936528,3.250528,2.702912
1.0,3.021936,3.37864,3.0269600000000003
1.0,3.0772000000000004,3.3736159999999997,3.104832
1.0,3.031984,3.195264,2.72552
1.0,3.0143999999999997,3.423856,3.285696
1.0,3.220384,3.577088,2.994304
